"";"Role";"BlueTeamChampion";"RedTeamChampion";"PatchVersion";"games_played";"blue_side_kills";"blue_side_deaths";"blue_side_assists";"blue_side_cs_at_15_min";"blue_side_cs_at_end";"blue_side_gold_at_15_min";"blue_side_gold_at_end";"red_side_kills";"red_side_deaths";"red_side_assists";"red_side_cs_at_15_min";"red_side_cs_at_end";"red_side_gold_at_15_min";"red_side_gold_at_end";"blue_side_kills_advantage";"blue_side_deaths_advantage";"blue_side_assists_advantage";"blue_side_cs_at_15_min_advantage";"blue_side_cs_at_end_advantage";"blue_side_gold_at_15_min_advantage";"blue_side_gold_at_end_advantage";"blue_side_kills_advantage_advantage";"blue_side_deaths_advantage_advantage";"blue_side_assists_advantage_advantage";"blue_side_cs_at_15_min_advantage_advantage";"blue_side_cs_at_end_advantage_advantage";"blue_side_gold_at_15_min_advantage_advantage";"blue_side_gold_at_end_advantage_advantage"
"5169";"support";"Rell";"Alistar";"15.7.671.9073";14;0,357142857142857;3,5;6,5;18,3571428571429;29,4285714285714;3022,85714285714;6609,78571428571;0,5;2,21428571428571;8,14285714285714;15,9285714285714;24,2857142857143;3132,21428571429;6819,78571428571;-0,142857142857143;1,28571428571429;-1,64285714285714;2,42857142857143;5,14285714285714;-109,357142857143;-210;-0,142857142857143;1,28571428571429;-1,64285714285714;2,42857142857143;5,14285714285714;-109,357142857143;-210
"5170";"support";"Rell";"Alistar";"15.8.673.8718";1;0;8;15;19;29;3465;8849;1;3;10;12;19;3004;8891;-1;5;5;7;10;461;-42;-1;5;5;7;10;461;-42
"5171";"support";"Rell";"Alistar";"15.8.675.448";8;1,375;3;9,75;18,125;28,25;3407,125;7591,25;0,25;3,875;8,25;15,75;24,125;3050,375;6857,375;1,125;-0,875;1,5;2,375;4,125;356,75;733,875;1,125;-0,875;1,5;2,375;4,125;356,75;733,875
"5172";"support";"Rell";"Amumu";"15.2.652.6393";1;5;3;11;19;32;3484;10121;2;4;6;20;31;2847;7799;3;-1;5;-1;1;637;2322;3;-1;5;-1;1;637;2322
"5173";"support";"Rell";"Amumu";"15.4.658.6996";1;1;5;6;18;24;3342;6163;0;7;6;16;28;3068;5974;1;-2;0;2;-4;274;189;1;-2;0;2;-4;274;189
"5174";"support";"Rell";"Bard";"15.6.667.3303";1;0;2;3;29;38;3012;5508;0;1;8;20;31;3057;6626;0;1;-5;9;7;-45;-1118;0;1;-5;9;7;-45;-1118
"5175";"support";"Rell";"Bard";"15.7.671.9073";1;1;3;8;19;24;3116;6602;0;4;13;13;23;3176;7810;1;-1;-5;6;1;-60;-1208;1;-1;-5;6;1;-60;-1208
"5176";"support";"Rell";"Bard";"15.8.675.448";2;0;2;7;23;29,5;3329,5;5136;0,5;1,5;7;15;24,5;3655,5;5733;-0,5;0,5;0;8;5;-326;-597;-0,5;0,5;0;8;5;-326;-597
"5177";"support";"Rell";"Blitzcrank";"15.7.671.9073";2;2;3;12,5;17;30;2764;7219,5;1;3,5;5;11,5;21;2278,5;6813;1;-0,5;7,5;5,5;9;485,5;406,5;1;-0,5;7,5;5,5;9;485,5;406,5
"5178";"support";"Rell";"Braum";"15.1.649.4112";4;1,25;3;7;17,5;36;2678;7579,5;0,25;2;8,5;16;30,75;2856,75;7599,5;1;1;-1,5;1,5;5,25;-178,75;-20;1;1;-1,5;1,5;5,25;-178,75;-20
"5179";"support";"Rell";"Braum";"15.2.653.8382";3;1,66666666666667;3,33333333333333;12;23;36;2971;7876,66666666667;0;5;10;21;30;3003,33333333333;7697;1,66666666666667;-1,66666666666667;2;2;6;-32,3333333333335;179,666666666667;1,66666666666667;-1,66666666666667;2;2;6;-32,3333333333335;179,666666666667
"5180";"support";"Rell";"Braum";"15.3.655.330";7;0,571428571428571;4;8,57142857142857;19,7142857142857;29;3218,14285714286;6631,57142857143;0,142857142857143;2,28571428571429;10,4285714285714;15,7142857142857;24,4285714285714;3442,42857142857;6722;0,428571428571429;1,71428571428571;-1,85714285714286;4;4,57142857142857;-224,285714285714;-90,4285714285716;0,428571428571429;1,71428571428571;-1,85714285714286;4;4,57142857142857;-224,285714285714;-90,4285714285716
"5181";"support";"Rell";"Braum";"15.4.658.6996";3;0;1,66666666666667;5,66666666666667;20,6666666666667;26,3333333333333;2758,66666666667;5572,66666666667;0;1,66666666666667;5;17;23,6666666666667;2972,33333333333;5789;0;0;0,666666666666667;3,66666666666667;2,66666666666666;-213,666666666667;-216,333333333333;0;0;0,666666666666667;3,66666666666667;2,66666666666666;-213,666666666667;-216,333333333333
"5182";"support";"Rell";"Braum";"15.6.665.8352";1;1;5;21;25;48;3913;12555;2;6;13;24;38;3876;10502;-1;-1;8;1;10;37;2053;-1;-1;8;1;10;37;2053
"5183";"support";"Rell";"Braum";"15.7.671.9073";3;2,33333333333333;1;10,3333333333333;22,3333333333333;36,3333333333333;3748;7764,66666666667;0;2,33333333333333;5,66666666666667;18;26,3333333333333;3167;6150,66666666667;2,33333333333333;-1,33333333333333;4,66666666666667;4,33333333333333;10;581;1614;2,33333333333333;-1,33333333333333;4,66666666666667;4,33333333333333;10;581;1614
"5184";"support";"Rell";"Braum";"15.8.675.448";9;0,333333333333333;4,33333333333333;7,77777777777778;19,4444444444444;31,2222222222222;3055,77777777778;7199,66666666667;0,111111111111111;2,33333333333333;11,1111111111111;18;28,5555555555556;3189,77777777778;7643;0,222222222222222;2;-3,33333333333333;1,44444444444444;2,66666666666666;-134;-443,333333333333;0,222222222222222;2;-3,33333333333333;1,44444444444444;2,66666666666666;-134;-443,333333333333
"5185";"support";"Rell";"Elise";"15.2.653.8382";1;1;9;17;23;44;3109;10295;0;6;12;26;61;3400;10749;1;3;5;-3;-17;-291;-454;1;3;5;-3;-17;-291;-454
"5186";"support";"Rell";"Elise";"15.3.655.330";2;1,5;5;10,5;19,5;38;2685,5;8751,5;2,5;3;9,5;6,5;30;2901,5;9394;-1;2;1;13;8;-216;-642,5;-1;2;1;13;8;-216;-642,5
"5187";"support";"Rell";"Elise";"15.7.670.1561";1;0;8;6;26;38;3316;8466;6;4;7;19;40;4201;11568;-6;4;-1;7;-2;-885;-3102;-6;4;-1;7;-2;-885;-3102
"5188";"support";"Rell";"Elise";"15.7.671.9073";1;2;6;5;16;24;3054;6460;0;1;12;19;29;4321;7494;2;5;-7;-3;-5;-1267;-1034;2;5;-7;-3;-5;-1267;-1034
"5189";"support";"Rell";"Elise";"15.8.675.448";1;1;4;2;19;32;3246;5357;3;2;7;23;31;3557;7450;-2;2;-5;-4;1;-311;-2093;-2;2;-5;-4;1;-311;-2093
"5190";"support";"Rell";"FiddleSticks";"15.8.675.448";1;0;1;9;22;27;3194;7022;0;2;1;24;33;3269;5885;0;-1;8;-2;-6;-75;1137;0;-1;8;-2;-6;-75;1137
"5191";"support";"Rell";"Janna";"15.2.653.8382";1;4;3;10;11;31;3505;9780;0;3;7;12;26;3180;7174;4;0;3;-1;5;325;2606;4;0;3;-1;5;325;2606
"5192";"support";"Rell";"Karma";"15.6.665.8352";1;0;2;7;24;33;3403;5381;0;3;5;18;23;3508;5719;0;-1;2;6;10;-105;-338;0;-1;2;6;10;-105;-338
"5193";"support";"Rell";"Karma";"15.6.667.3303";2;1,5;4;4;23;32,5;3219;6466,5;0;2,5;8,5;18,5;27,5;3397,5;6955;1,5;1,5;-4,5;4,5;5;-178,5;-488,5;1,5;1,5;-4,5;4,5;5;-178,5;-488,5
"5194";"support";"Rell";"Karma";"15.7.670.1561";1;2;1;6;8;30;1033;7053;0;5;7;3;38;973;7585;2;-4;-1;5;-8;60;-532;2;-4;-1;5;-8;60;-532
"5195";"support";"Rell";"Karma";"15.7.671.9073";1;1;4;7;16;27;3066;6911;0;1;9;34;53;3306;8886;1;3;-2;-18;-26;-240;-1975;1;3;-2;-18;-26;-240;-1975
"5196";"support";"Rell";"Karma";"15.8.674.6483";1;2;0;14;19;37;3698;8886;1;4;3;28;51;3360;8259;1;-4;11;-9;-14;338;627;1;-4;11;-9;-14;338;627
"5197";"support";"Rell";"Leona";"15.1.649.4112";11;0,727272727272727;3,27272727272727;8,45454545454546;19,0909090909091;30,9090909090909;3151,27272727273;7136,36363636364;0,454545454545455;3,36363636363636;7,63636363636364;18,9090909090909;30,5454545454545;3349,54545454545;7086,72727272727;0,272727272727273;-0,0909090909090908;0,818181818181818;0,18181818181818;0,363636363636363;-198,272727272727;49,6363636363631;0,272727272727273;-0,0909090909090908;0,818181818181818;0,18181818181818;0,363636363636363;-198,272727272727;49,6363636363631
"5198";"support";"Rell";"Leona";"15.2.652.6393";7;0,285714285714286;1,71428571428571;10;18,2857142857143;34;2869;6937,42857142857;0,285714285714286;3,57142857142857;5,28571428571429;17,5714285714286;30,4285714285714;2808,14285714286;6403,85714285714;0;-1,85714285714286;4,71428571428571;0,714285714285712;3,57142857142857;60,8571428571427;533,571428571428;0;-1,85714285714286;4,71428571428571;0,714285714285712;3,57142857142857;60,8571428571427;533,571428571428
"5199";"support";"Rell";"Leona";"15.2.653.8382";12;1,16666666666667;2,25;7,41666666666667;19,3333333333333;28,5833333333333;3430,33333333333;6599,08333333333;0,583333333333333;2,83333333333333;6,08333333333333;20,5;31,4166666666667;3219,91666666667;6343,08333333333;0,583333333333333;-0,583333333333333;1,33333333333333;-1,16666666666667;-2,83333333333334;210,416666666667;256;0,583333333333333;-0,583333333333333;1,33333333333333;-1,16666666666667;-2,83333333333334;210,416666666667;256
"5200";"support";"Rell";"Leona";"15.3.655.330";8;1,5;2,375;8,625;19;28,125;3290,875;7263,875;0,625;4,625;7,5;15,625;28,5;3115,875;6744,875;0,875;-2,25;1,125;3,375;-0,375;175;519;0,875;-2,25;1,125;3,375;-0,375;175;519
"5201";"support";"Rell";"Leona";"15.3.659.3416";1;2;1;9;29;47;3051;8421;0;6;2;25;39;3078;6951;2;-5;7;4;8;-27;1470;2;-5;7;4;8;-27;1470
"5202";"support";"Rell";"Leona";"15.4.657.5386";1;0;1;1;27;30;2984;4728;0;1;3;27;38;3219;5774;0;0;-2;0;-8;-235;-1046;0;0;-2;0;-8;-235;-1046
"5203";"support";"Rell";"Leona";"15.4.658.6996";6;0,5;4,83333333333333;9,66666666666667;20,1666666666667;31,8333333333333;2869,5;6712;1,16666666666667;4;8,66666666666667;18;31;2892,16666666667;6753,16666666667;-0,666666666666667;0,833333333333333;1;2,16666666666667;0,833333333333332;-22,6666666666665;-41,166666666667;-0,666666666666667;0,833333333333333;1;2,16666666666667;0,833333333333332;-22,6666666666665;-41,166666666667
"5204";"support";"Rell";"Leona";"15.5.662.5311";2;2;2,5;11,5;17,5;26;3017;7061;1;5;8,5;15,5;30,5;3088,5;7087;1;-2,5;3;2;-4,5;-71,5;-26;1;-2,5;3;2;-4,5;-71,5;-26
"5205";"support";"Rell";"Leona";"15.6.667.3303";4;0,75;3,25;9,5;20;26,5;3025,5;7333;0,5;3,5;10,25;18,75;32,5;2803;7330,75;0,25;-0,25;-0,75;1,25;-6;222,5;2,25;0,25;-0,25;-0,75;1,25;-6;222,5;2,25
"5206";"support";"Rell";"Leona";"15.7.669.5499";3;0,666666666666667;3,66666666666667;7,66666666666667;25;33,3333333333333;3400;7420;0,333333333333333;2,66666666666667;9,66666666666667;19,6666666666667;37,6666666666667;3370;8044,33333333333;0,333333333333333;1;-2;5,33333333333333;-4,33333333333333;30;-624,333333333333;0,333333333333333;1;-2;5,33333333333333;-4,33333333333333;30;-624,333333333333
"5207";"support";"Rell";"Leona";"15.7.670.1561";4;0,5;4,25;9,25;22,25;32,5;3415,75;7061,75;1,25;2;9,75;19,5;32,75;3292,5;8012,25;-0,75;2,25;-0,5;2,75;-0,25;123,25;-950,5;-0,75;2,25;-0,5;2,75;-0,25;123,25;-950,5
"5208";"support";"Rell";"Leona";"15.7.671.9073";6;0,666666666666667;3,16666666666667;9,66666666666667;17;33,3333333333333;2649,83333333333;7525,33333333333;0,5;3,83333333333333;7,66666666666667;18;33,5;2772,5;7070,5;0,166666666666667;-0,666666666666667;2;-1;-0,166666666666664;-122,666666666667;454,833333333333;0,166666666666667;-0,666666666666667;2;-1;-0,166666666666664;-122,666666666667;454,833333333333
"5209";"support";"Rell";"Leona";"15.8.674.6483";1;0;1;3;28;33;3236;5157;2;1;7;34;47;3077;6533;-2;0;-4;-6;-14;159;-1376;-2;0;-4;-6;-14;159;-1376
"5210";"support";"Rell";"Leona";"15.8.675.448";10;1,3;3,1;10,8;19,5;31;3325,7;7647;0,5;3,8;5,8;18,5;34,8;3022,9;7201,5;0,8;-0,7;5;1;-3,8;302,8;445,5;0,8;-0,7;5;1;-3,8;302,8;445,5
"5211";"support";"Rell";"Lulu";"15.3.659.3416";1;0;5;8;16;26;3329;7204;0;3;16;19;31;3106;8844;0;2;-8;-3;-5;223;-1640;0;2;-8;-3;-5;223;-1640
"5212";"support";"Rell";"Lulu";"15.5.662.5311";1;0;1;11;15;27;3333;5868;0;1;4;22;28;3381;5544;0;0;7;-7;-1;-48;324;0;0;7;-7;-1;-48;324
"5213";"support";"Rell";"Lulu";"15.7.671.9073";1;0;7;7;15;16;3200;5137;1;2;13;14;24;3978;6952;-1;5;-6;1;-8;-778;-1815;-1;5;-6;1;-8;-778;-1815
"5214";"support";"Rell";"Lulu";"15.8.675.448";1;2;3;8;13;22;2922;8143;0;2;13;11;29;2831;8219;2;1;-5;2;-7;91;-76;2;1;-5;2;-7;91;-76
"5215";"support";"Rell";"Maokai";"15.6.667.3303";1;2;7;6;18;32;4207;7969;1;4;8;19;42;3663;9114;1;3;-2;-1;-10;544;-1145;1;3;-2;-1;-10;544;-1145
"5216";"support";"Rell";"Maokai";"15.8.675.448";1;0;1;10;15;24;4096;6405;0;3;3;17;21;3211;5035;0;-2;7;-2;3;885;1370;0;-2;7;-2;3;885;1370
"5217";"support";"Rell";"Milio";"15.8.675.448";1;0;3;12;17;24;3271;9274;0;1;10;20;26;3718;8454;0;2;2;-3;-2;-447;820;0;2;2;-3;-2;-447;820
"5218";"support";"Rell";"Nautilus";"15.1.649.4112";9;0,555555555555556;3,66666666666667;8;18,1111111111111;32;2992,44444444444;7197,66666666667;0,555555555555556;2,88888888888889;8,88888888888889;19,8888888888889;33,5555555555556;3090;7340,77777777778;0;0,777777777777778;-0,888888888888889;-1,77777777777778;-1,55555555555556;-97,5555555555557;-143,11111111111;0;0,777777777777778;-0,888888888888889;-1,77777777777778;-1,55555555555556;-97,5555555555557;-143,11111111111
"5219";"support";"Rell";"Nautilus";"15.2.652.1536";1;0;1;5;17;20;3099;5117;2;2;4;17;21;4009;6018;-2;-1;1;0;-1;-910;-901;-2;-1;1;0;-1;-910;-901
"5220";"support";"Rell";"Nautilus";"15.2.652.6393";3;0;3,33333333333333;7;14,3333333333333;22,3333333333333;2587,33333333333;4746,33333333333;0,666666666666667;1,66666666666667;3,33333333333333;19;26,6666666666667;2567,66666666667;4580,66666666667;-0,666666666666667;1,66666666666667;3,66666666666667;-4,66666666666667;-4,33333333333334;19,666666666667;165,666666666666;-0,666666666666667;1,66666666666667;3,66666666666667;-4,66666666666667;-4,33333333333334;19,666666666667;165,666666666666
"5221";"support";"Rell";"Nautilus";"15.2.653.8382";2;1,5;2,5;10;22;27,5;3702;8166,5;1;5;6,5;22;33;3452;7510,5;0,5;-2,5;3,5;0;-5,5;250;656;0,5;-2,5;3,5;0;-5,5;250;656
"5222";"support";"Rell";"Nautilus";"15.3.655.330";9;1,22222222222222;3,77777777777778;11,4444444444444;16,4444444444444;26,8888888888889;3273,11111111111;7384;0,111111111111111;4,44444444444444;9;18,6666666666667;27,8888888888889;3230,33333333333;6961,44444444444;1,11111111111111;-0,666666666666667;2,44444444444444;-2,22222222222222;-1;42,7777777777778;422,555555555556;1,11111111111111;-0,666666666666667;2,44444444444444;-2,22222222222222;-1;42,7777777777778;422,555555555556
"5223";"support";"Rell";"Nautilus";"15.3.659.3416";1;3;3;10;20;37;3354;7667;0;3;8;12;33;2879;6454;3;0;2;8;4;475;1213;3;0;2;8;4;475;1213
"5224";"support";"Rell";"Nautilus";"15.4.657.5386";1;1;6;2;27;34;3516;5739;2;0;11;28;34;3661;6842;-1;6;-9;-1;0;-145;-1103;-1;6;-9;-1;0;-145;-1103
"5225";"support";"Rell";"Nautilus";"15.4.658.6996";1;0;2;3;24;40;3034;6595;1;1;6;19;33;2984;7341;-1;1;-3;5;7;50;-746;-1;1;-3;5;7;50;-746
"5226";"support";"Rell";"Nautilus";"15.5.662.5311";5;1,4;2;17;21,2;32,8;3314,8;7856;1;5,6;5,2;19,8;28,8;3366,4;6666;0,4;-3,6;11,8;1,4;4;-51,5999999999999;1190;0,4;-3,6;11,8;1,4;4;-51,5999999999999;1190
"5227";"support";"Rell";"Nautilus";"15.6.665.8352";1;1;3;17;25;42;2971;10076;0;6;7;26;48;3593;10111;1;-3;10;-1;-6;-622;-35;1;-3;10;-1;-6;-622;-35
"5228";"support";"Rell";"Nautilus";"15.6.667.3303";8;0,875;2,875;7,125;18,375;28,75;3032,5;6689,25;0,125;2,75;6,125;21;31,875;3009,5;6232,75;0,75;0,125;1;-2,625;-3,125;23;456,5;0,75;0,125;1;-2,625;-3,125;23;456,5
"5229";"support";"Rell";"Nautilus";"15.7.669.5499";3;0,333333333333333;5,66666666666667;11,6666666666667;22,6666666666667;35,6666666666667;3330,66666666667;8071;0;4,66666666666667;12;25;46,6666666666667;3269,66666666667;8771;0,333333333333333;1;-0,333333333333334;-2,33333333333333;-11;61;-700;0,333333333333333;1;-0,333333333333334;-2,33333333333333;-11;61;-700
"5230";"support";"Rell";"Nautilus";"15.7.670.1561";1;0;4;17;26;44;2673;8278;0;5;10;26;40;2977;7189;0;-1;7;0;4;-304;1089;0;-1;7;0;4;-304;1089
"5231";"support";"Rell";"Nautilus";"15.7.671.9073";8;1,125;5;10;18,375;33,5;2827,75;7779,125;1,375;3,75;11,625;19,75;36,5;2811,875;8024,25;-0,25;1,25;-1,625;-1,375;-3;15,875;-245,125;-0,25;1,25;-1,625;-1,375;-3;15,875;-245,125
"5232";"support";"Rell";"Nautilus";"15.8.674.6483";4;0,75;2,5;10,75;22;33;3617,5;6529,5;0,25;4,5;6,5;24;34;3363,75;6282;0,5;-2;4,25;-2;-1;253,75;247,5;0,5;-2;4,25;-2;-1;253,75;247,5
"5233";"support";"Rell";"Nautilus";"15.8.675.448";17;1;4,05882352941176;10,2941176470588;17,7647058823529;27,8235294117647;3280,94117647059;6937,94117647059;0,705882352941177;4,23529411764706;8,94117647058824;19,7058823529412;30,3529411764706;3222,58823529412;6854,58823529412;0,294117647058823;-0,176470588235294;1,35294117647059;-1,94117647058824;-2,52941176470588;58,3529411764707;83,3529411764703;0,294117647058823;-0,176470588235294;1,35294117647059;-1,94117647058824;-2,52941176470588;58,3529411764707;83,3529411764703
"5234";"support";"Rell";"Neeko";"15.1.649.4112";1;0;3;8;21;45;3243;10452;0;5;11;27;59;3216;9649;0;-2;-3;-6;-14;27;803;0;-2;-3;-6;-14;27;803
"5235";"support";"Rell";"Neeko";"15.2.650.9216";1;0;4;6;24;35;2984;7017;0;1;4;12;25;3239;6224;0;3;2;12;10;-255;793;0;3;2;12;10;-255;793
"5236";"support";"Rell";"Neeko";"15.3.655.330";1;1;3;8;13;24;2898;7963;2;2;9;16;30;3024;8487;-1;1;-1;-3;-6;-126;-524;-1;1;-1;-3;-6;-126;-524
"5237";"support";"Rell";"Neeko";"15.3.659.3416";1;0;3;3;25;31;3051;4890;0;0;8;17;25;3562;5754;0;3;-5;8;6;-511;-864;0;3;-5;8;6;-511;-864
"5238";"support";"Rell";"Neeko";"15.5.662.5311";1;0;2;8;20;21;3486;4797;2;2;3;16;18;3858;4901;-2;0;5;4;3;-372;-104;-2;0;5;4;3;-372;-104
"5239";"support";"Rell";"Neeko";"15.6.665.8352";1;0;5;4;21;32;3393;6625;2;3;12;18;38;3603;8986;-2;2;-8;3;-6;-210;-2361;-2;2;-8;3;-6;-210;-2361
"5240";"support";"Rell";"Neeko";"15.6.667.3303";1;0;3;6;21;26;3176;5307;0;0;9;13;20;3479;6002;0;3;-3;8;6;-303;-695;0;3;-3;8;6;-303;-695
"5241";"support";"Rell";"Neeko";"15.7.670.1561";1;1;7;14;12;48;1900;10491;1;2;23;5;43;2011;12215;0;5;-9;7;5;-111;-1724;0;5;-9;7;5;-111;-1724
"5242";"support";"Rell";"Neeko";"15.8.674.6483";1;0;4;3;24;35;3446;5516;3;1;7;35;44;4080;6871;-3;3;-4;-11;-9;-634;-1355;-3;3;-4;-11;-9;-634;-1355
"5243";"support";"Rell";"Neeko";"15.8.675.448";5;0,8;2,6;6,4;20,8;34,6;3204;6600,6;0,4;1,8;5,4;22;40,6;3152,8;6864,6;0,4;0,8;1;-1,2;-6;51,1999999999998;-264;0,4;0,8;1;-1,2;-6;51,1999999999998;-264
"5244";"support";"Rell";"Ornn";"15.8.675.448";1;0;3;12;15;23;3203;7742;1;3;9;110;234;4483;11231;-1;0;3;-95;-211;-1280;-3489;-1;0;3;-95;-211;-1280;-3489
"5245";"support";"Rell";"Pantheon";"15.4.658.6996";2;2;4,5;12;13,5;24,5;3077,5;8716;4;5,5;6,5;22;39,5;3777,5;9231,5;-2;-1;5,5;-8,5;-15;-700;-515,5;-2;-1;5,5;-8,5;-15;-700;-515,5
"5246";"support";"Rell";"Pantheon";"15.5.662.5311";1;2;0;13;25;37;3367;6159;0;6;5;14;22;3555;5832;2;-6;8;11;15;-188;327;2;-6;8;11;15;-188;327
"5247";"support";"Rell";"Poppy";"15.1.649.4112";3;0,666666666666667;4;8,33333333333333;18,3333333333333;30,3333333333333;3261;7657,66666666667;1,33333333333333;2;7,33333333333333;21,3333333333333;31,3333333333333;3215,66666666667;7882;-0,666666666666667;2;1;-3;-1;45,3333333333335;-224,333333333333;-0,666666666666667;2;1;-3;-1;45,3333333333335;-224,333333333333
"5248";"support";"Rell";"Poppy";"15.2.652.6393";1;1;4;11;26;30;3501;5638;0;5;5;14;20;2956;5092;1;-1;6;12;10;545;546;1;-1;6;12;10;545;546
"5249";"support";"Rell";"Poppy";"15.2.653.8382";2;0,5;2,5;16;21,5;35;3570,5;9269,5;0;4,5;8,5;16;30,5;3405;8662,5;0,5;-2;7,5;5,5;4,5;165,5;607;0,5;-2;7,5;5,5;4,5;165,5;607
"5250";"support";"Rell";"Poppy";"15.3.655.330";2;0;4;6;21,5;36;2860,5;6243,5;1;1;8;23;36;3107,5;7822;-1;3;-2;-1,5;0;-247;-1578,5;-1;3;-2;-1,5;0;-247;-1578,5
"5251";"support";"Rell";"Poppy";"15.4.658.6996";1;0;2;11;21;29;3134;5976;1;4;1;17;22;3068;5236;-1;-2;10;4;7;66;740;-1;-2;10;4;7;66;740
"5252";"support";"Rell";"Poppy";"15.7.670.1561";1;1;5;8;11;34;1541;7037;0;5;7;12;30;1650;7139;1;0;1;-1;4;-109;-102;1;0;1;-1;4;-109;-102
"5253";"support";"Rell";"Poppy";"15.8.675.448";5;1,2;3,8;8,2;15,4;26;3455,6;6799,8;1,4;3,4;8,6;15,6;27;3905,6;7306,8;-0,2;0,4;-0,4;-0,199999999999999;-1;-450;-507;-0,2;0,4;-0,4;-0,199999999999999;-1;-450;-507
"5254";"support";"Rell";"Pyke";"15.1.649.4112";1;0;4;11;13;19;3697;6232;3;4;5;11;29;4101;6952;-3;0;6;2;-10;-404;-720;-3;0;6;2;-10;-404;-720
"5255";"support";"Rell";"Pyke";"15.3.655.330";1;2;4;24;13;24;2389;8175;3;5;6;18;34;2898;7478;-1;-1;18;-5;-10;-509;697;-1;-1;18;-5;-10;-509;697
"5256";"support";"Rell";"Pyke";"15.8.675.448";1;1;4;10;13;20;4083;6195;3;3;8;14;22;4087;6681;-2;1;2;-1;-2;-4;-486;-2;1;2;-1;-2;-4;-486
"5257";"support";"Rell";"Rakan";"15.1.645.7528";1;0;4;2;25;36;3035;6225;1;1;11;22;40;3172;7838;-1;3;-9;3;-4;-137;-1613;-1;3;-9;3;-4;-137;-1613
"5258";"support";"Rell";"Rakan";"15.1.649.4112";7;0,428571428571429;3,14285714285714;6,42857142857143;20,4285714285714;34,1428571428571;2857,57142857143;6647;0,142857142857143;1,28571428571429;12;16,7142857142857;29,8571428571429;3043,57142857143;7088,28571428571;0,285714285714286;1,85714285714286;-5,57142857142857;3,71428571428571;4,28571428571429;-186;-441,285714285715;0,285714285714286;1,85714285714286;-5,57142857142857;3,71428571428571;4,28571428571429;-186;-441,285714285715
"5259";"support";"Rell";"Rakan";"15.2.652.6393";3;0;3,33333333333333;2,66666666666667;20;30;2685;5719;0,333333333333333;1;10,6666666666667;16,3333333333333;27,6666666666667;2966,33333333333;6882;-0,333333333333333;2,33333333333333;-8;3,66666666666667;2,33333333333333;-281,333333333333;-1163;-0,333333333333333;2,33333333333333;-8;3,66666666666667;2,33333333333333;-281,333333333333;-1163
"5260";"support";"Rell";"Rakan";"15.2.653.8382";4;0,75;2,75;6;18,75;31,5;2925;7432,25;0,75;2,25;5,5;17,5;32,75;3007,25;7900;0;0,5;0,5;1,25;-1,25;-82,25;-467,75;0;0,5;0,5;1,25;-1,25;-82,25;-467,75
"5261";"support";"Rell";"Rakan";"15.3.655.330";9;1,11111111111111;3,55555555555556;6,88888888888889;18,1111111111111;29,4444444444444;3185,11111111111;7290,33333333333;0,777777777777778;1,88888888888889;9;17,8888888888889;31,1111111111111;3294,88888888889;7428,66666666667;0,333333333333333;1,66666666666667;-2,11111111111111;0,222222222222221;-1,66666666666667;-109,777777777777;-138,333333333334;0,333333333333333;1,66666666666667;-2,11111111111111;0,222222222222221;-1,66666666666667;-109,777777777777;-138,333333333334
"5262";"support";"Rell";"Rakan";"15.3.659.3416";1;1;1;4;24;35;3231;7631;0;1;9;20;43;3462;8146;1;0;-5;4;-8;-231;-515;1;0;-5;4;-8;-231;-515
"5263";"support";"Rell";"Rakan";"15.4.658.6996";5;1,6;2,2;8,4;16,2;28,4;2848,4;7252,6;0,4;2,4;7;16,2;31,8;2869,2;6928,6;1,2;-0,2;1,4;0;-3,4;-20,7999999999997;324;1,2;-0,2;1,4;0;-3,4;-20,7999999999997;324
"5264";"support";"Rell";"Rakan";"15.5.662.5311";3;0,666666666666667;2,66666666666667;11,6666666666667;16,3333333333333;26,3333333333333;3242,66666666667;8214;0,666666666666667;3,66666666666667;8,33333333333333;16;28,3333333333333;3304,33333333333;7618,66666666667;0;-1;3,33333333333333;0,333333333333332;-2;-61,666666666667;595,333333333333;0;-1;3,33333333333333;0,333333333333332;-2;-61,666666666667;595,333333333333
"5265";"support";"Rell";"Rakan";"15.6.665.8352";1;0;3;8;24;34;2915;7451;0;3;6;17;32;3276;8119;0;0;2;7;2;-361;-668;0;0;2;7;2;-361;-668
"5266";"support";"Rell";"Rakan";"15.6.667.3303";5;0,8;2,8;6,4;20;31,6;3160,6;6308,2;0,8;2,2;8;19,4;30,8;3118,4;6414;0;0,6;-1,6;0,600000000000001;0,800000000000001;42,1999999999998;-105,8;0;0,6;-1,6;0,600000000000001;0,800000000000001;42,1999999999998;-105,8
"5267";"support";"Rell";"Rakan";"15.7.670.1561";2;0,5;4;7,5;14,5;33,5;2289,5;7035;0,5;2;12;13;28;2674;7627;0;2;-4,5;1,5;5,5;-384,5;-592;0;2;-4,5;1,5;5,5;-384,5;-592
"5268";"support";"Rell";"Rakan";"15.7.671.9073";5;0,8;2,6;9;21,6;33,6;2976,4;7323,4;0;2,2;7,8;20,2;31,6;3254,2;7065;0,8;0,4;1,2;1,4;2;-277,8;258,4;0,8;0,4;1,2;1,4;2;-277,8;258,4
